Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Northwest,Brakes and Gears,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,8/9/2010,8/1/2010,50,29,4,115
Northwest,Brakes and Gears,Accessories,Helmets,Sport-100,Blue,8/13/2010,8/1/2010,35,20,1,20
Southwest,Advanced Bike Components,Accessories,Helmets,Sport-100,Black,9/21/2010,9/1/2010,35,20,2,40
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Black,9/24/2010,9/1/2010,783,419,1,419
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-150,Red,9/7/2010,9/1/2010,3578,2147,1,2147
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Black,9/16/2010,9/1/2010,337,179,1,179
Southwest,Advanced Bike Components,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/23/2010,9/1/2010,50,29,1,29
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-450,Red,9/17/2010,9/1/2010,1458,875,3,2624
Southwest,Advanced Bike Components,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/15/2010,9/1/2010,50,29,1,29
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Red,9/8/2010,9/1/2010,783,419,5,2097
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Red,9/24/2010,9/1/2010,783,419,4,1678
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Red,9/8/2010,9/1/2010,783,419,2,839
Southwest,Advanced Bike Components,Clothing,Caps,Cycling Cap,Multi,9/26/2010,9/1/2010,9,5,4,21
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Black,9/1/2010,9/1/2010,783,419,1,419
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Red,9/21/2010,9/1/2010,337,184,1,184
Southwest,Advanced Bike Components,Accessories,Helmets,Sport-100,Red,9/22/2010,9/1/2010,35,20,1,20
Southwest,Advanced Bike Components,Accessories,Helmets,Sport-100,Blue,9/9/2010,9/1/2010,35,20,1,20
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Red,9/30/2010,9/1/2010,783,419,2,839
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-650,Black,9/26/2010,9/1/2010,783,419,2,839
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Red,9/26/2010,9/1/2010,337,184,2,368
Southwest,Advanced Bike Components,Components,Road Frames,LL Road Frame,Red,9/7/2010,9/1/2010,337,184,1,184
Southwest,Advanced Bike Components,Components,Road Frames,ML Road Frame,Red,9/5/2010,9/1/2010,595,357,2,714
Southwest,Advanced Bike Components,Bikes,Road Bikes,Road-450,Red,9/10/2010,9/1/2010,1458,875,2,1750
Northwest,Central Discount Store,Clothing,Socks,Mountain Bike Socks,White,9/28/2010,9/1/2010,10,6,2,11
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,9/7/2010,9/1/2010,3375,2025,1,2025
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,9/11/2010,9/1/2010,3400,2040,1,2040
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,9/2/2010,9/1/2010,3400,2040,1,2040
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Silver,9/16/2010,9/1/2010,3400,2040,2,4080
Northwest,Central Discount Store,Clothing,Socks,Mountain Bike Socks,White,9/4/2010,9/1/2010,10,6,3,17
Northwest,Central Discount Store,Bikes,Mountain Bikes,Mountain-100,Black,9/21/2010,9/1/2010,3375,2025,2,4050
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,9/5/2010,9/1/2010,783,419,7,2936
Northeast,Larger Cycle Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/30/2010,9/1/2010,50,29,5,144
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,9/11/2010,9/1/2010,337,184,3,552
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,9/28/2010,9/1/2010,783,419,2,839
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,9/29/2010,9/1/2010,337,184,4,736
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,9/3/2010,9/1/2010,783,419,5,2097
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,9/9/2010,9/1/2010,783,419,2,839
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,9/24/2010,9/1/2010,783,419,2,839
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,9/21/2010,9/1/2010,783,419,2,839
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,9/27/2010,9/1/2010,783,419,5,2097
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Black,9/14/2010,9/1/2010,337,179,3,536
Northeast,Larger Cycle Shop,Clothing,Caps,Cycling Cap,Multi,9/18/2010,9/1/2010,9,5,6,31
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Black,9/27/2010,9/1/2010,337,179,3,536
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Red,9/3/2010,9/1/2010,783,419,3,1258
Northeast,Larger Cycle Shop,Accessories,Helmets,Sport-100,Blue,9/3/2010,9/1/2010,35,20,3,61
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,9/11/2010,9/1/2010,1458,875,6,5249
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-650,Black,9/28/2010,9/1/2010,783,419,3,1258
Northeast,Larger Cycle Shop,Accessories,Helmets,Sport-100,Black,9/7/2010,9/1/2010,35,20,3,61
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-150,Red,9/25/2010,9/1/2010,3578,2147,2,4294
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,9/17/2010,9/1/2010,337,184,2,368
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,9/8/2010,9/1/2010,1458,875,9,7873
Northeast,Larger Cycle Shop,Accessories,Helmets,Sport-100,Red,9/22/2010,9/1/2010,35,20,2,40
Northeast,Larger Cycle Shop,Components,Road Frames,ML Road Frame,Red,9/22/2010,9/1/2010,595,357,4,1428
Northeast,Larger Cycle Shop,Components,Road Frames,LL Road Frame,Red,9/17/2010,9/1/2010,337,184,1,184
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,9/30/2010,9/1/2010,1458,875,3,2624
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-150,Red,9/26/2010,9/1/2010,3578,2147,4,8588
Northeast,Larger Cycle Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/10/2010,9/1/2010,50,29,4,115
Northeast,Larger Cycle Shop,Bikes,Road Bikes,Road-450,Red,9/16/2010,9/1/2010,1458,875,10,8748
Northeast,Larger Cycle Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/6/2010,9/1/2010,50,29,6,173
Northeast,Larger Cycle Shop,Components,Road Frames,ML Road Frame,Red,9/27/2010,9/1/2010,595,357,1,357
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Black,9/20/2010,9/1/2010,3375,2025,3,6075
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Silver,9/7/2010,9/1/2010,3400,2040,4,8160
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Silver,9/23/2010,9/1/2010,1365,723,1,723
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Silver,9/24/2010,9/1/2010,1365,723,1,723
Southwest,Paint Supply,Accessories,Helmets,Sport-100,Red,9/30/2010,9/1/2010,35,20,1,20
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Black,9/26/2010,9/1/2010,1350,715,1,715
Southwest,Paint Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/6/2010,9/1/2010,50,29,3,87
Southwest,Paint Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/11/2010,9/1/2010,50,29,2,58
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Silver,9/3/2010,9/1/2010,3400,2040,2,4080
Southwest,Paint Supply,Bikes,Mountain Bikes,Mountain-100,Black,9/19/2010,9/1/2010,3375,2025,2,4050
Southwest,Paint Supply,Components,Mountain Frames,HL Mountain Frame,Black,9/29/2010,9/1/2010,1350,715,3,2144
Southwest,Paint Supply,Clothing,Caps,Cycling Cap,Multi,9/17/2010,9/1/2010,9,5,3,16
Southwest,Paint Supply,Accessories,Helmets,Sport-100,Blue,9/20/2010,9/1/2010,35,20,1,20
Southwest,Paint Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/8/2010,9/1/2010,50,29,2,58
Southwest,Paint Supply,Accessories,Helmets,Sport-100,Black,9/16/2010,9/1/2010,35,20,2,40
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Black,10/1/2010,9/1/2010,337,179,4,714
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,9/19/2010,9/1/2010,1458,875,2,1750
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,9/6/2010,9/1/2010,783,419,1,419
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Red,9/12/2010,9/1/2010,337,184,1,184
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-450,Red,9/4/2010,9/1/2010,1458,875,2,1750
Northwest,Scooters and Bikes Store,Clothing,Caps,Cycling Cap,Multi,9/5/2010,9/1/2010,9,5,1,5
Northwest,Scooters and Bikes Store,Accessories,Helmets,Sport-100,Red,9/19/2010,9/1/2010,35,20,4,81
Northwest,Scooters and Bikes Store,Accessories,Helmets,Sport-100,Blue,9/3/2010,9/1/2010,35,20,1,20
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,9/29/2010,9/1/2010,783,419,2,839
Northwest,Scooters and Bikes Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/25/2010,9/1/2010,50,29,2,58
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,9/17/2010,9/1/2010,783,419,4,1678
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Red,9/16/2010,9/1/2010,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-650,Black,10/1/2010,9/1/2010,783,419,2,839
Northwest,Scooters and Bikes Store,Bikes,Road Bikes,Road-150,Red,9/3/2010,9/1/2010,3578,2147,2,4294
Northwest,Scooters and Bikes Store,Components,Road Frames,LL Road Frame,Red,9/24/2010,9/1/2010,337,184,2,368
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Black,9/15/2010,9/1/2010,3375,2025,2,4050
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,9/6/2010,9/1/2010,3400,2040,1,2040
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,9/7/2010,9/1/2010,3400,2040,4,8160
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Black,9/2/2010,9/1/2010,3375,2025,1,2025
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Black,9/18/2010,9/1/2010,3375,2025,2,4050
Northwest,Sports Commodities,Clothing,Socks,Mountain Bike Socks,White,9/29/2010,9/1/2010,10,6,1,6
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Silver,9/24/2010,9/1/2010,3400,2040,2,4080
Northwest,Sports Commodities,Bikes,Mountain Bikes,Mountain-100,Black,9/27/2010,9/1/2010,3375,2025,1,2025
Northwest,Sports Commodities,Clothing,Socks,Mountain Bike Socks,White,10/1/2010,9/1/2010,10,6,2,11
Southwest,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/7/2010,9/1/2010,50,29,3,87
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,9/10/2010,9/1/2010,1458,875,1,875
Southwest,Stationary Bikes and Stands,Clothing,Caps,Cycling Cap,Multi,9/27/2010,9/1/2010,9,5,6,31
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Black,9/22/2010,9/1/2010,783,419,1,419
Southwest,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/2/2010,9/1/2010,50,29,4,115
Southwest,Stationary Bikes and Stands,Accessories,Helmets,Sport-100,Red,9/10/2010,9/1/2010,35,20,2,40
Southwest,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Black,9/28/2010,9/1/2010,337,179,1,179
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,9/21/2010,9/1/2010,1458,875,2,1750
Southwest,Stationary Bikes and Stands,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/6/2010,9/1/2010,50,29,6,173
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Red,9/26/2010,9/1/2010,783,419,2,839
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,9/15/2010,9/1/2010,1458,875,2,1750
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Red,9/19/2010,9/1/2010,783,419,2,839
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Red,9/25/2010,9/1/2010,783,419,2,839
Southwest,Stationary Bikes and Stands,Accessories,Helmets,Sport-100,Black,9/26/2010,9/1/2010,35,20,2,40
Southwest,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Red,9/14/2010,9/1/2010,337,184,2,368
Southwest,Stationary Bikes and Stands,Accessories,Helmets,Sport-100,Blue,9/24/2010,9/1/2010,35,20,1,20
Southwest,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Red,9/2/2010,9/1/2010,337,184,1,184
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-450,Red,9/16/2010,9/1/2010,1458,875,1,875
Southwest,Stationary Bikes and Stands,Bikes,Road Bikes,Road-650,Black,9/6/2010,9/1/2010,783,419,3,1258
Southwest,More Bikes!,Components,Road Frames,ML Road Frame,Red,9/14/2010,9/1/2010,595,357,2,714
Southwest,More Bikes!,Bikes,Road Bikes,Road-150,Red,9/26/2010,9/1/2010,3578,2147,2,4294
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Red,9/14/2010,9/1/2010,783,419,2,839
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Red,9/18/2010,9/1/2010,783,419,1,419
Southwest,Two Wheels Cycle Store,Bikes,Road Bikes,Road-650,Black,9/10/2010,9/1/2010,783,419,2,839
Southeast,Retirement Activities Association,Bikes,Road Bikes,Road-650,Red,9/25/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,9/28/2010,9/1/2010,1458,875,2,1750
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,9/8/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,9/17/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,9/15/2010,9/1/2010,783,419,2,839
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,10/1/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,9/19/2010,9/1/2010,1458,875,2,1750
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,9/26/2010,9/1/2010,783,419,2,839
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Black,9/14/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Components,Road Frames,ML Road Frame,Red,9/16/2010,9/1/2010,595,357,1,357
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,9/27/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Black,9/23/2010,9/1/2010,337,179,2,357
Northeast,Modern Bike Store,Components,Road Frames,LL Road Frame,Red,9/7/2010,9/1/2010,337,184,1,184
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,9/10/2010,9/1/2010,783,419,1,419
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-450,Red,9/5/2010,9/1/2010,1458,875,2,1750
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-150,Red,9/9/2010,9/1/2010,3578,2147,1,2147
Northeast,Modern Bike Store,Bikes,Road Bikes,Road-650,Red,9/25/2010,9/1/2010,783,419,1,419
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,9/10/2010,9/1/2010,3400,2040,2,4080
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Black,9/19/2010,9/1/2010,1350,810,2,1620
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Black,9/9/2010,9/1/2010,1350,715,1,715
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Silver,9/30/2010,9/1/2010,1365,723,1,723
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Silver,9/10/2010,9/1/2010,1365,723,1,723
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,9/25/2010,9/1/2010,3375,2025,2,4050
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Silver,9/24/2010,9/1/2010,1365,819,3,2456
Northwest,Downtown Hotel,Components,Mountain Frames,HL Mountain Frame,Black,9/26/2010,9/1/2010,1350,715,2,1429
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,9/27/2010,9/1/2010,3400,2040,9,18360
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,9/30/2010,9/1/2010,3400,2040,8,16320
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,9/12/2010,9/1/2010,3375,2025,3,6075
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Black,9/30/2010,9/1/2010,3375,2025,2,4050
Northwest,Downtown Hotel,Bikes,Mountain Bikes,Mountain-100,Silver,9/4/2010,9/1/2010,3400,2040,2,4080
Northwest,Downtown Hotel,Clothing,Socks,Mountain Bike Socks,White,9/24/2010,9/1/2010,10,6,6,34
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Black,9/8/2010,9/1/2010,337,179,3,536
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Red,9/14/2010,9/1/2010,337,184,2,368
Southeast,Excellent Riding Supplies,Accessories,Helmets,Sport-100,Red,9/22/2010,9/1/2010,35,20,1,20
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,9/7/2010,9/1/2010,783,419,2,839
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-450,Red,9/18/2010,9/1/2010,1458,875,5,4374
Southeast,Excellent Riding Supplies,Components,Road Frames,LL Road Frame,Red,9/19/2010,9/1/2010,337,184,2,368
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,9/24/2010,9/1/2010,783,419,1,419
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-450,Red,9/10/2010,9/1/2010,1458,875,2,1750
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-150,Red,9/19/2010,9/1/2010,3578,2147,4,8588
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,9/30/2010,9/1/2010,783,419,3,1258
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,9/10/2010,9/1/2010,783,419,2,839
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,9/3/2010,9/1/2010,783,419,3,1258
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,9/8/2010,9/1/2010,783,419,5,2097
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-450,Red,9/16/2010,9/1/2010,1458,875,1,875
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,9/29/2010,9/1/2010,783,419,3,1258
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Red,9/8/2010,9/1/2010,783,419,1,419
Southeast,Excellent Riding Supplies,Bikes,Road Bikes,Road-650,Black,9/6/2010,9/1/2010,783,419,1,419
Southwest,Trailblazing Sports,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,10/1/2010,9/1/2010,50,29,2,58
Southwest,Trailblazing Sports,Components,Mountain Frames,HL Mountain Frame,Silver,9/21/2010,9/1/2010,1365,723,1,723
Southwest,Trailblazing Sports,Bikes,Mountain Bikes,Mountain-100,Silver,9/30/2010,9/1/2010,3400,2040,2,4080
Southwest,Trailblazing Sports,Components,Mountain Frames,HL Mountain Frame,Black,9/28/2010,9/1/2010,1350,715,1,715
Southwest,Trailblazing Sports,Bikes,Mountain Bikes,Mountain-100,Black,9/20/2010,9/1/2010,3375,2025,4,8100
Southwest,Trailblazing Sports,Bikes,Mountain Bikes,Mountain-100,Black,9/21/2010,9/1/2010,3375,2025,4,8100
Southwest,Trailblazing Sports,Bikes,Mountain Bikes,Mountain-100,Silver,9/24/2010,9/1/2010,3400,2040,2,4080
Southwest,Trailblazing Sports,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/7/2010,9/1/2010,50,29,8,231
Southwest,Trailblazing Sports,Clothing,Socks,Mountain Bike Socks,White,9/15/2010,9/1/2010,10,6,2,11
Southwest,Trailblazing Sports,Accessories,Helmets,Sport-100,Red,9/8/2010,9/1/2010,35,20,3,61
Southwest,Trailblazing Sports,Bikes,Mountain Bikes,Mountain-100,Black,9/4/2010,9/1/2010,3375,2025,6,12150
Southwest,Trailblazing Sports,Accessories,Helmets,Sport-100,Blue,9/28/2010,9/1/2010,35,20,2,40
Southwest,Trailblazing Sports,Components,Mountain Frames,HL Mountain Frame,Black,9/17/2010,9/1/2010,1350,715,2,1429
Southwest,Trailblazing Sports,Clothing,Caps,Cycling Cap,Multi,9/7/2010,9/1/2010,9,5,2,10
Southwest,Trailblazing Sports,Components,Mountain Frames,HL Mountain Frame,Silver,9/22/2010,9/1/2010,1365,723,1,723
Northeast,Painters Bicycle Specialists,Clothing,Caps,Cycling Cap,Multi,9/13/2010,9/1/2010,9,5,1,5
Northeast,Painters Bicycle Specialists,Bikes,Road Bikes,Road-650,Red,9/21/2010,9/1/2010,783,419,1,419
Northeast,Painters Bicycle Specialists,Bikes,Road Bikes,Road-650,Black,9/16/2010,9/1/2010,783,419,1,419
Northwest,Metro Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,9/12/2010,9/1/2010,3375,2025,3,6075
Northwest,Metro Cycle Shop,Components,Mountain Frames,HL Mountain Frame,Black,9/10/2010,9/1/2010,1350,715,1,715
Northwest,Metro Cycle Shop,Components,Mountain Frames,HL Mountain Frame,Silver,9/23/2010,9/1/2010,1365,723,1,723
Northwest,Metro Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,9/9/2010,9/1/2010,3375,2025,5,10125
Northwest,Metro Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,9/29/2010,9/1/2010,3400,2040,2,4080
Northwest,Metro Cycle Shop,Components,Mountain Frames,HL Mountain Frame,Silver,9/3/2010,9/1/2010,1365,819,1,819
Northwest,Metro Cycle Shop,Components,Mountain Frames,HL Mountain Frame,Black,9/12/2010,9/1/2010,1350,715,2,1429
Northwest,Metro Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,9/4/2010,9/1/2010,3400,2040,2,4080
Southwest,A Typical Bike Shop,Bikes,Road Bikes,Road-450,Red,9/28/2010,9/1/2010,1458,875,1,875
Southwest,A Typical Bike Shop,Components,Road Frames,LL Road Frame,Black,9/5/2010,9/1/2010,337,179,4,714
Southwest,A Typical Bike Shop,Bikes,Road Bikes,Road-650,Black,9/26/2010,9/1/2010,783,419,1,419
Southwest,A Typical Bike Shop,Bikes,Road Bikes,Road-650,Red,10/1/2010,9/1/2010,783,419,1,419
Southwest,A Typical Bike Shop,Clothing,Caps,Cycling Cap,Multi,9/15/2010,9/1/2010,9,5,4,21
Southwest,A Typical Bike Shop,Bikes,Road Bikes,Road-650,Black,9/22/2010,9/1/2010,783,419,1,419
Southwest,A Typical Bike Shop,Components,Road Frames,LL Road Frame,Red,9/12/2010,9/1/2010,337,184,2,368
Southwest,A Typical Bike Shop,Bikes,Road Bikes,Road-650,Red,9/18/2010,9/1/2010,783,419,2,839
Southeast,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Silver,9/8/2010,9/1/2010,3400,2040,1,2040
Southeast,Reliable Brake Systems,Clothing,Caps,Cycling Cap,Multi,9/8/2010,9/1/2010,9,5,5,26
Southeast,Reliable Brake Systems,Accessories,Helmets,Sport-100,Blue,9/2/2010,9/1/2010,35,20,2,40
Southeast,Reliable Brake Systems,Accessories,Helmets,Sport-100,Red,9/12/2010,9/1/2010,35,20,1,20
Southeast,Reliable Brake Systems,Accessories,Helmets,Sport-100,Black,9/12/2010,9/1/2010,35,20,2,40
Southeast,Reliable Brake Systems,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,10/1/2010,9/1/2010,50,29,4,115
Southeast,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Silver,9/2/2010,9/1/2010,3400,2040,2,4080
Southeast,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Silver,9/10/2010,9/1/2010,3400,2040,1,2040
Southeast,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Black,9/24/2010,9/1/2010,3375,2025,3,6075
Southeast,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Silver,9/27/2010,9/1/2010,3400,2040,1,2040
Southeast,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Black,10/1/2010,9/1/2010,3375,2025,1,2025
Northwest,Fashionable Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,9/13/2010,9/1/2010,3400,2040,1,2040
Northwest,Fashionable Bikes and Accessories,Components,Mountain Frames,HL Mountain Frame,Silver,9/7/2010,9/1/2010,1365,723,2,1445
Northwest,Fashionable Bikes and Accessories,Components,Mountain Frames,HL Mountain Frame,Silver,9/22/2010,9/1/2010,1365,819,3,2456
Northwest,Fashionable Bikes and Accessories,Clothing,Socks,Mountain Bike Socks,White,9/13/2010,9/1/2010,10,6,6,34
Northwest,Fashionable Bikes and Accessories,Accessories,Helmets,Sport-100,Black,9/12/2010,9/1/2010,35,20,2,40
Northwest,Fashionable Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,9/25/2010,9/1/2010,3400,2040,3,6120
Northwest,Fashionable Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,9/11/2010,9/1/2010,3375,2025,4,8100
Northwest,Fashionable Bikes and Accessories,Accessories,Helmets,Sport-100,Blue,9/2/2010,9/1/2010,35,20,4,81
Northwest,Fashionable Bikes and Accessories,Accessories,Helmets,Sport-100,Red,9/30/2010,9/1/2010,35,20,1,20
Northwest,Fashionable Bikes and Accessories,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,9/26/2010,9/1/2010,50,29,2,58
Northwest,Fashionable Bikes and Accessories,Clothing,Caps,Cycling Cap,Multi,9/18/2010,9/1/2010,9,5,5,26
Northwest,Fashionable Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,9/14/2010,9/1/2010,3375,2025,7,14175
Northwest,Fashionable Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,9/5/2010,9/1/2010,3400,2040,2,4080
